Product,Firm Name & Address,OM No & Date,Expiry Date,Remarks,phonenumber
AAC 110 sq.mm ABC Cables,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547
"PVC (Type A) Insulated FR-LSH PVC (Type ST) Inner Sheathed, Galvanized Steel Round wire Armoured & LSZH Outer Sheathed ABC Cable (Category","M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547
6C x 25 sq.mm ABC (Category,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547
3C x 25 sq.mm ABC (Category,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547
PVC (Type A) Insulated FR-LSH PVC (Type ST) Inner Sheathed Galvanized Steel Round Wire Armoured & LSZH PVC (Type ST) Sheathed Cable 11 kV Grade Category 2.,"M/s. Miracle Cable (India) Pvt. Ltd., #203, Dattaji Smruti Galli, LBS Marg, Near Jivan Chhaya Hotel, Thane (W), Maharashtra–400601. Factory Address: Plot No. 69/70, Parvati Co-Op. Industrial Estate, Yadrav, Dist: Ichalkaranji, Kolhapur. Ph: 9403472007 / Mobile: 8291234547",396:5256 Dtd:18.10.2023,17.10.2025,02 Years,9403472007 / 8291234547
LT Feeder Pillar Box,"M/s. ABS Controls, 80/12 B New Ayodh Nagar, Behind Kaveri Road, Hubli. Ph: 9900995591 / Dharwad: 9480925555",396:6063 Dtd:18.10.2023,17.10.2025,02 Years,9900995591 / 9480925555
125/250 kVA Double Pole TC set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
Single Pole TC set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
11 kV DP-3 Set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
"11 kV DP with HG Fuse, DP set","M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
LT AB Cable Clamps with GI wire rope and clamps,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
LT DP Box,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
LT DP Pipe with clamps,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
LT Disc & Strain Insulators,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
33 kV VCB set,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
11 kV Indoor VCB Units,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
LT Feeder Pillar Boxes,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
ACSR Conductor,"M/s. Ramachandra Engineers, Plot No. D-29, KIADB Industrial Estate, 2nd Stage, P.B. Road, Hubballi–580 030. Ph: 9886754777 / 9481592462",3946:447 Dtd:18.10.2023,17.10.2025,02 Years,9886754777 / 9481592462
"25 kVA and 63 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-1 rated (BEE-","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270
Distribution Transformers,"M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270
"25 kVA, 100 kVA, 250 kVA and 500 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-2 rated (BEE-","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270
Distribution Transformers,"M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270
"33 kV Tower Parts with Nut and Bolts (M4+6 Tower parts (33 kV), M6+10 Tower parts (33 kV), M9+12 Tower parts (33 kV))","M/s. DSR Enterprises, Plot No. 29, Phase 2, Main Road, Industrial Area, Avarthi, Chitradurga. Ph: 9449020288 / 7760192270",3960:471 Dtd:18.10.2023,17.10.2025,02 Years,9449020288 / 7760192270
"25 kVA and 63 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-1 rated (BEE-","M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909
Distribution Transformers,"M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909
"25 kVA, 100 kVA, 250 kVA and 500 kVA Oil Cooled (Non-Sealed), Aluminium Wound, Star-2 rated (BEE-","M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909
Distribution Transformers,"M/s. Neelathree Enterprises, Kougera Halli, Daddambi, Shidlaghatta–Post, Chikkaballapur Dist. Ph: 9663508600 / 9448723909",3992:275 Dtd:18.10.2023,17.10.2025,02 Years,9663508600 / 9448723909
11 Mtr 500 kg. Spun Poles,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
11 Mtr PSC Poles 5/8 kN W/L,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
11 Mtr PSC Poles 8/10 kN W/L,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
Pole Top with GI Frame,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
Pole clamps,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
Stay Set complete,"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
25 mm² ACSR Conductor (Dog) & 20 mm² ACSR Conductor (Coyote),"M/s. Govardhan Industries, Block No.1, J12, A2, Jalahalli Road, BEL Layout, Village: Raghavendra Colony, Bangalore–560 013. Ph: 9448222007 / 9685958059",34976:79 Dtd:18.10.2023,17.10.2025,02 Years,9448222007 / 9685958059
RCC 9 Mtr Poles 1/4.5 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644
RCC 9 Mtr Poles 6 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644
RCC 9 Mtr Poles 8 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644
RCC 11 Mtr Poles 8 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644
PSC 8 Mtr Poles 4.0 kN W/L,"M/s. Suresh Concrete Industries, Tavaregiri Sy. No. 151/2B, Honnatti–Post, Tq: Savadatti, Dist: Belagavi–591 102. Ph: 9481166644",39808:83 Dtd:18.10.2023,17.10.2025,02 Years,9481166644
11 kV 3 Core × 16 sqmm + 1 × 25 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331
11 kV Core × 25 sqmm + 1 × 35 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331
11 kV 3 Core × 35 sqmm + 1 × 50 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331
11 kV Core × 50 sqmm + 1 × 70 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331
11 kV Core × 95 sqmm Aluminium Conductor XLPE Insulated AB Cable (Make: ASHIRVAD),"M/s. Sharni Insulated Cable Co., B-24/1, Jhilmil Industrial Area, Shahdara, Delhi–110095. Ph: 9311777331",34984:97 Dtd:18.10.2023,17.10.2025,02 Years,9311777331
PSCC 11 Mtr Spun Pole 5/8 kN W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535
PSCC 11 Mtr Spun Pole 6/8 kN W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535
PSCC 9 Mtr Spun Pole 300 kg W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535
PSCC 11 Mtr Spun Pole 350 kg W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535
PSCC 13 Mtr Spun Pole 450 kg W/L,"M/s. Hi-Power Systems Limited, SNo. 456, 457, Yadwad Comp, Mudhol, Bagalkot District. Ph: 9686907535",34988:91 Dtd:18.10.2023,17.10.2025,02 Years,9686907535
"25 kVA Oil Cooled Non-Sealed, Aluminium Wound Star-2 Rated (EEL-","M/s. Karthik Electricals, #105, 4th Cross, Peenya 1st Stage, Bangalore–560058. Ph: 99000 40962",34966:90 Dtd:18.10.2023,17.10.2025,02 Years,
Distribution Transformer,"M/s. Karthik Electricals, #105, 4th Cross, Peenya 1st Stage, Bangalore–560058. Ph: 99000 40962",34966:90 Dtd:18.10.2023,17.10.2025,02 Years,
"2 Pin, 3 Pin & 4 Pin Cross Arms","M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
11 kV HT Top Supports,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
HT Horizontal Cross Arms,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
Pole Clamps,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
D.P. Set,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
LT Street Light Poles,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
Stay Set (Including Insulator),"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
9 Mtr RCC Poles,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
33 kV V-Shaped Cross Arms,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
33 kV D.P. Cross Arms,"M/s. R.S. Electricals, Rabakavi Camp, Tq. Jamkhandi, Karnataka. Ph: 9449242055",34902:95 Dtd:18.10.2023,17.10.2025,02 Years,9449242055
LT Metering Cubical,"M/s. R.R. Kabel Industries, Plot No. 205 & 206, Parvati Industrial Estate, Near Mahadev Temple, Nashik-Pune Road, Nashik-422206. Ph: 020-27444954/27444974",35003-06 Dt:18.10.2023,17.10.2025,02 Years,020-27444954 / 27444974
"12kV, 200A 3 pole Air-break Disconnector (GOS) with epoxy resin Insulator","M/s. Reika Industries, Plot No. 159, Tribal Industries Estate Opp. P.B. College, Titilhal, Ph:9438617747, 9622518666",35007-10 Dt:18.10.2023,17.10.2025,02 Years,9438617747 / 9622518666
LT Protection Horn Gap fuse unit.,"M/s. Reika Industries, Plot No. 159, Tribal Industries Estate Opp. P.B. College, Titilhal, Ph:9438617747, 9622518666",35007-10 Dt:18.10.2023,17.10.2025,02 Years,9438617747 / 9622518666
"A)11 kV LT, XLPE or heat resistant PVC insulated, PVC extruded inner sheath armoured cable of following sizes: a)3.5C x 70 sq.mm, 3.5C x 95 sq.mm, 3.5C x 120 sq.mm, 3.5C x 150 sq.mm, 3.5C x 185 sq.mm, 3.5C x 240 sq.mm, 3.5C x 300 sq.mm, 3.5C x 400 sq.mm b)3.5C x 120 sq.mm, 3.5C x 150 sq.mm, 3.5C x 185 sq.mm, 3.5C x 240 sq.mm B)1.1kV LT Aerial Bunched Cable (ABC) with messenger wire Conforming to IS:","M/s. Pangean Power Cable Pvt. Ltd., Plot No. 40, Industrial Estate, HSIIDC Kundli, District-Sonipat-131028 Haryana (India)",35488-81 Dt:18.10.2023,17.10.2025,02 Years,
3x95+1x70+1x16 sq.mm twisted HT.,"M/s. Pangean Power Cable Pvt. Ltd., Plot No. 40, Industrial Estate, HSIIDC Kundli, District-Sonipat-131028 Haryana (India)",35488-81 Dt:18.10.2023,17.10.2025,02 Years,
"11kV, 200A 3 pole Air-break Disconnector (GOS) with epoxy resin Insulator","M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
LT Protection Horn Gap fuse unit.,"M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
"11kV, 200A 3 pole Air-break Disconnector (GOS) with epoxy resin Insulator","M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
LT Protection Horn Gap fuse unit.,"M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
"11kV, 200A 3 pole Air-break Disconnector (GOS) with epoxy resin Insulator","M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
LT Protection Horn Gap fuse unit.,"M/s. Vimal Power Process, Plot No. 3, Survey No. 36/1, Near Shreeji Industrial Estate, Bileshwarpura, Chhatral, Taluka-Kadi, District-Mehsana, Gujarat-382729. Ph: 9825036600",35482-85 Dt:18.10.2023,17.10.2025,02 Years,9825036600
11 kV Disc Insulator 45 KN (B) Insulator as per IS: 731,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Solid Core Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Pin Insulator No. 5 Shank Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Pin Insulator No. 8 Shank Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
9 kV Pin Insulator No. 9 Shank Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Polymer Post Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Polymer Disc Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Polymer Pin Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV Polymer Post Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
33 kV Polymer Disc Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
33 kV Polymer Pin Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
33 kV Polymer Post Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV GI Pin,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV GI Pin with Top Insulator,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV GI Pin with Top Insulator & GI Pin,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
11 kV GI Pin with Top Insulator & GI Pin & Hooks,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
PVC Clamp,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
Suspension Clamp,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
Dead End Clamp,"M/s. Naseeb Polytech, Industrial Area, G.T. Road, Jugiana, Ludhiana (Pb) Ph: 0161-2511106, 9-9877011107",34924-45 Dtd: 18.10.2023,17.10.2025,02 Years,161-2511106 / 9877011107
